Unnamed: 0,Density_@5mi,State/Province_Encoded,Price_Range_Encoded,Instagram_Followers,Facebook_Followers,Google_Review_Score,OpenTable_Review_Score,TripAdvisor_Review_Score,Facebook_Review_Score,DoorDash_Review_Score,Google_Total_Reviews,TripAdvisor_Total_Reviews,OpenTable_Total_Reviews,Facebook_Total_Reviews,DoorDash_Total_Reviews,Tech_Preferred_Google,Tech_Preferred_Facebook,Tech_Preferred_Toast,Tech_Preferred_Instagram,Tech_Preferred_DoorDash,Tech_Preferred_OpenTable,Tech_Preferred_Square,Tech_Preferred_Stripe,Tech_Preferred_SpotOn,Tech_Preferred_Aloha,Tech_Preferred_Heartland,Tech_Preferred_Clover,Tech_Preferred_Symphony,Tech_Preferred_Deliverect,Tech_Competitor_ezCater,Tech_Competitor_Chownow,Tech_Competitor_Spothopper,Tech_Competitor_Menufy,Tech_Competitor_Olo,Tech_Competitor_Bentobox,Tech_Competitor_MailChimp,Tech_Competitor_HungerRush,Tech_Competitor_Incentivio,Tech_Competitor_Owner,Tech_Competitor_Klaviyo,Tech_Competitor_Chowly,Tech_Overlapping_Uber_Eats,Tech_Overlapping_Grubhub,Tech_Overlapping_Seamless,Tech_Overlapping_Postmates,Tech_Overlapping_Caviar,Tech_Overlapping_Paytronix,Cusine_North_American,Cusine_European,Cusine_Latin_American,Cusine_Asian,Business_Type_Restaurant,Business_Type_Drinking_Place,Business_Type_Quick_Service,Business_Type_Cafe
897,4354,47,1,1802.0,2170.0,4.3,0.0,4.0,4.5,0.0,939.0,102.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4550,3602,44,0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
7728,5620,13,2,0.0,745.0,4.3,0.0,3.5,4.7,4.5,986.0,4.0,0.0,61.0,19.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
4965,3125,48,0,436.0,0.0,4.5,0.0,1.0,0.0,5.0,22.0,0.0,0.0,0.0,13.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5229,2253,4,0,0.0,0.0,4.3,0.0,1.0,0.0,4.5,1788.0,0.0,0.0,0.0,7326.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
94,1430,4,1,9665.0,0.0,4.4,4.6,0.0,0.0,0.0,534.0,26.0,271.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
4903,7,23,0,0.0,1900.0,4.8,0.0,4.5,0.0,0.0,213.0,39.0,0.0,25.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5280,972,4,2,0.0,6754.0,4.4,0.0,4.5,4.6,4.6,582.0,26.0,0.0,0.0,11377.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0
6219,3003,4,2,7668.0,87.0,4.0,0.0,5.0,0.0,4.5,799.0,1.0,0.0,11.0,7758.0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3910,403,47,2,0.0,2915.0,4.7,0.0,0.0,4.8,4.8,526.0,109.0,0.0,122.0,20.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5145,345,7,4,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
6741,895,10,0,0.0,1300.0,4.5,0.0,0.0,0.0,4.3,2048.0,13.0,0.0,262.0,1168.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0
8827,295,4,1,1133.0,835.0,4.5,0.0,1.0,0.0,0.0,99.0,0.0,0.0,8.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2183,896,21,1,0.0,10000.0,4.5,4.6,0.0,0.0,4.5,619.0,201.0,1601.0,92.0,555.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0
3027,168,43,1,0.0,0.0,4.1,0.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
5295,1065,10,1,38299.0,856.0,4.8,0.0,0.0,0.0,0.0,3111.0,16.0,0.0,5.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
7591,582,5,2,3426.0,0.0,4.0,0.0,0.0,0.0,4.4,87.0,0.0,0.0,0.0,296.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0
2925,45,11,1,611.0,562.0,4.3,0.0,0.0,4.9,0.0,1442.0,587.0,0.0,29.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3191,275,4,1,0.0,0.0,4.2,0.0,0.0,0.0,0.0,958.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
8708,320,44,0,439.0,0.0,4.5,0.0,4.0,0.0,4.2,572.0,3.0,0.0,0.0,39.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
7838,1962,2,0,1795.0,991.0,4.2,0.0,0.0,4.6,0.0,1735.0,39.0,0.0,148.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
973,560,12,0,0.0,7200.0,4.5,0.0,0.0,0.0,4.5,1531.0,3.0,0.0,376.0,6822.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1
3015,284,35,1,0.0,2800.0,4.6,0.0,0.0,0.0,0.0,148.0,0.0,0.0,21.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8080,954,44,0,393.0,1819.0,4.4,0.0,1.0,4.1,4.0,774.0,0.0,0.0,135.0,525.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
3311,568,24,1,0.0,0.0,4.3,4.4,0.0,0.0,0.0,976.0,0.0,104.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4489,139,6,1,0.0,0.0,4.4,0.0,0.0,0.0,4.9,234.0,219.0,0.0,0.0,10.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6594,1269,4,0,3338.0,0.0,4.0,0.0,3.0,0.0,0.0,691.0,4.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
909,461,10,1,9220.0,0.0,4.4,0.0,0.0,0.0,4.5,479.0,0.0,0.0,0.0,872.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5743,796,10,0,16903.0,1100.0,4.2,0.0,0.0,0.0,4.6,1534.0,114.0,0.0,896.0,7054.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0
8472,601,13,0,0.0,118.0,4.5,0.0,0.0,0.0,0.0,162.0,0.0,0.0,5.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0
7007,650,38,0,1409.0,0.0,4.4,0.0,0.0,0.0,4.3,1049.0,37.0,0.0,0.0,605.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
5801,797,4,2,14967.0,0.0,4.3,0.0,4.0,0.0,4.6,1508.0,6.0,0.0,0.0,3705.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0
643,286,9,1,0.0,11000.0,4.4,0.0,0.0,0.0,0.0,1673.0,58.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1502,708,4,1,67991.0,0.0,4.5,0.0,0.0,0.0,4.4,333.0,0.0,0.0,0.0,643.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
8810,303,40,2,855.0,909.0,4.1,0.0,5.0,4.9,0.0,212.0,1.0,0.0,41.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
7387,53,7,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6706,123,2,2,6655.0,0.0,4.2,0.0,4.0,0.0,4.6,347.0,5.0,0.0,0.0,1050.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
7473,342,29,1,28648.0,0.0,4.3,0.0,0.0,0.0,4.4,96.0,0.0,0.0,0.0,139.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
6629,399,33,2,0.0,0.0,4.5,0.0,0.0,0.0,4.6,1371.0,63.0,0.0,0.0,1658.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6689,341,4,0,0.0,0.0,4.5,0.0,0.0,0.0,4.8,173.0,7.0,0.0,0.0,1266.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
7172,2504,47,0,3160.0,24.0,4.1,0.0,3.5,0.0,4.5,283.0,2.0,0.0,0.0,2106.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0
7030,34,44,0,7594.0,948.0,4.1,0.0,0.0,0.0,4.3,1405.0,37.0,0.0,527.0,1857.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0
2491,342,10,2,3991.0,8100.0,4.2,0.0,0.0,0.0,0.0,1217.0,21.0,0.0,389.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4824,288,20,0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,485.0,21.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
7578,2227,4,1,0.0,2395.0,4.4,4.9,0.0,4.6,4.4,2522.0,297.0,172.0,57.0,196.0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
4553,33,27,0,638.0,6538.0,4.6,0.0,0.0,4.9,0.0,434.0,26.0,0.0,238.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
4037,306,41,2,1714.0,4590.0,4.4,0.0,4.5,4.5,0.0,756.0,81.0,0.0,184.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8170,306,40,2,1258.0,4773.0,4.4,0.0,0.0,4.5,0.0,1522.0,548.0,0.0,134.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4763,18,14,0,0.0,1400.0,4.1,0.0,5.0,3.7,0.0,335.0,1.0,0.0,19.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2989,370,21,0,0.0,653.0,4.3,0.0,0.0,3.8,4.5,402.0,69.0,0.0,44.0,530.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
446,405,4,0,652.0,2291.0,4.6,0.0,0.0,4.6,4.6,1507.0,138.0,0.0,228.0,6042.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
2474,778,4,2,0.0,2116.0,4.5,4.9,0.0,4.9,4.5,280.0,90.0,413.0,44.0,820.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0
2276,2592,10,3,0.0,0.0,4.6,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1766,117,19,3,0.0,5113.0,4.5,4.5,0.0,4.8,0.0,621.0,756.0,2742.0,166.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3455,1460,35,0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,1599.0,28.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
8677,483,36,0,8776.0,0.0,4.8,0.0,1.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,1434,4,2,4098.0,7591.0,4.6,4.3,0.0,4.5,4.7,5619.0,405.0,251.0,1322.0,7539.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
7656,867,7,2,3204.0,0.0,4.3,0.0,2.5,0.0,0.0,392.0,2.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1224,150,44,2,4280.0,2964.0,4.7,0.0,4.5,4.9,0.0,2495.0,976.0,0.0,227.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4935,9,25,0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3280,281,40,0,0.0,625.0,4.5,0.0,0.0,4.9,4.2,60.0,10.0,0.0,19.0,138.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9023,540,9,1,0.0,0.0,4.8,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4931,60,14,0,0.0,1577.0,4.3,0.0,0.0,0.0,0.0,233.0,10.0,0.0,21.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
7202,63,21,1,1076.0,1400.0,4.6,0.0,0.0,0.0,4.7,777.0,9.0,0.0,49.0,478.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
7602,437,33,0,26753.0,10000.0,4.5,0.0,0.0,0.0,0.0,2577.0,342.0,0.0,845.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
9110,2941,5,4,1238.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
155,4818,32,0,0.0,90.0,4.1,0.0,0.0,0.0,4.3,363.0,4.0,0.0,0.0,3026.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
3380,39,48,1,137.0,4600.0,4.5,0.0,0.0,0.0,0.0,1238.0,0.0,0.0,918.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6316,670,42,2,0.0,5146.0,4.6,0.0,0.0,4.7,4.7,2686.0,136.0,0.0,247.0,3119.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0
7108,258,4,0,0.0,0.0,4.4,0.0,0.0,0.0,4.7,194.0,0.0,0.0,0.0,1199.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
941,167,6,0,0.0,6436.0,4.4,0.0,0.0,4.7,4.5,720.0,99.0,0.0,215.0,1743.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1349,137,32,2,0.0,0.0,4.5,0.0,0.0,0.0,4.6,1155.0,134.0,0.0,0.0,669.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4484,457,34,0,0.0,3456.0,4.2,0.0,0.0,0.0,0.0,632.0,5.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
3142,95,33,0,0.0,0.0,4.5,0.0,0.0,0.0,4.7,105.0,0.0,0.0,0.0,19.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4555,455,46,0,826.0,3516.0,4.3,0.0,4.0,0.0,0.0,436.0,54.0,0.0,61.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6524,1045,4,0,10386.0,35.0,4.3,0.0,1.0,0.0,4.7,179.0,0.0,0.0,2.0,3088.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0
8775,72,38,0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,361.0,40.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7548,774,2,2,17470.0,0.0,4.5,0.0,0.0,0.0,4.5,2023.0,178.0,0.0,0.0,722.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
5895,152,9,0,2170.0,897.0,4.6,0.0,4.0,0.0,4.6,1210.0,74.0,0.0,387.0,2525.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
4715,1659,11,1,0.0,1700.0,4.2,0.0,2.5,3.5,0.0,244.0,2.0,0.0,198.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3937,6,1,1,667.0,0.0,4.3,0.0,2.5,0.0,0.0,245.0,2.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6625,603,9,0,13281.0,251.0,4.3,0.0,0.0,0.0,4.5,826.0,56.0,0.0,25.0,1241.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0
2885,1034,4,1,0.0,0.0,4.6,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2788,371,44,1,1172.0,3900.0,4.4,0.0,5.0,0.0,0.0,502.0,2.0,0.0,40.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1442,793,27,0,0.0,4640.0,4.5,0.0,0.0,4.4,0.0,2776.0,115.0,0.0,182.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2598,144,4,2,3946.0,5200.0,4.3,0.0,0.0,0.0,4.5,572.0,178.0,0.0,363.0,435.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3460,734,4,1,17483.0,0.0,4.1,0.0,1.0,0.0,4.5,401.0,0.0,0.0,0.0,16.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6119,3629,10,2,127868.0,20.0,4.5,0.0,0.0,5.0,4.8,363.0,5.0,0.0,6.0,4017.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0
188,1329,10,1,35625.0,6600.0,4.5,0.0,0.0,0.0,4.5,4649.0,16.0,0.0,856.0,1427.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0
4062,11,19,4,625.0,6600.0,4.4,0.0,0.0,4.7,4.6,99.0,0.0,0.0,61.0,148.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
377,3672,44,2,0.0,669.0,4.4,0.0,0.0,0.0,4.5,844.0,90.0,0.0,290.0,5146.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
4519,2910,5,1,10376.0,0.0,4.6,0.0,0.0,0.0,0.0,718.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4365,211,6,0,0.0,1700.0,4.6,0.0,0.0,0.0,0.0,179.0,0.0,0.0,25.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5515,4926,8,0,15542.0,0.0,4.5,0.0,0.0,0.0,4.5,680.0,48.0,0.0,0.0,2756.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0
6258,766,44,2,6461.0,3500.0,4.1,4.3,3.0,0.0,4.0,1392.0,7.0,11.0,848.0,864.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0
