Unnamed: 0,Density_@5mi,State/Province_Encoded,Price_Range_Encoded,Instagram_Followers,Facebook_Followers,Google_Review_Score,OpenTable_Review_Score,TripAdvisor_Review_Score,Facebook_Review_Score,DoorDash_Review_Score,Google_Total_Reviews,TripAdvisor_Total_Reviews,OpenTable_Total_Reviews,Facebook_Total_Reviews,DoorDash_Total_Reviews,Tech_Preferred_Google,Tech_Preferred_Facebook,Tech_Preferred_Toast,Tech_Preferred_Instagram,Tech_Preferred_DoorDash,Tech_Preferred_OpenTable,Tech_Preferred_Square,Tech_Preferred_Stripe,Tech_Preferred_SpotOn,Tech_Preferred_Aloha,Tech_Preferred_Heartland,Tech_Preferred_Clover,Tech_Preferred_Symphony,Tech_Preferred_Deliverect,Tech_Competitor_ezCater,Tech_Competitor_Chownow,Tech_Competitor_Spothopper,Tech_Competitor_Menufy,Tech_Competitor_Olo,Tech_Competitor_Bentobox,Tech_Competitor_MailChimp,Tech_Competitor_HungerRush,Tech_Competitor_Incentivio,Tech_Competitor_Owner,Tech_Competitor_Klaviyo,Tech_Competitor_Chowly,Tech_Overlapping_Uber_Eats,Tech_Overlapping_Grubhub,Tech_Overlapping_Seamless,Tech_Overlapping_Postmates,Tech_Overlapping_Caviar,Tech_Overlapping_Paytronix,Cusine_North_American,Cusine_European,Cusine_Latin_American,Cusine_Asian,Business_Type_Restaurant,Business_Type_Drinking_Place,Business_Type_Quick_Service,Business_Type_Cafe
7856,307,35,2,434.0,8700.0,4.6,0.0,4.5,0.0,0.0,1194.0,83.0,0.0,773.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
5898,46,10,0,16903.0,2426.0,4.5,0.0,0.0,4.1,4.6,2843.0,365.0,0.0,746.0,4324.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0
3060,330,33,2,1940.0,1022.0,4.3,0.0,3.5,4.0,4.5,484.0,57.0,0.0,45.0,49.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0
3075,949,41,2,0.0,5500.0,4.4,0.0,0.0,4.0,4.7,1429.0,105.0,0.0,726.0,330.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
8302,1547,4,3,6093.0,2200.0,4.4,0.0,4.0,0.0,4.4,998.0,7.0,0.0,920.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8286,1745,9,0,474.0,0.0,4.3,0.0,4.5,0.0,4.4,282.0,10.0,0.0,0.0,174.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1373,527,6,3,2153.0,796.0,4.5,0.0,0.0,0.0,4.7,140.0,18.0,0.0,9.0,338.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
4175,228,4,0,0.0,394.0,4.1,0.0,0.0,4.8,4.7,263.0,0.0,0.0,13.0,660.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1740,1343,44,0,0.0,0.0,4.5,0.0,0.0,0.0,3.9,218.0,0.0,0.0,0.0,55.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8886,21,14,0,0.0,7390.0,4.8,0.0,4.5,5.0,0.0,240.0,11.0,0.0,75.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
5929,3596,48,0,0.0,24000.0,4.2,0.0,4.0,0.0,4.4,11331.0,3577.0,0.0,786.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1836,2747,5,1,0.0,0.0,4.7,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2936,360,24,0,0.0,5700.0,4.6,0.0,4.5,0.0,0.0,1126.0,175.0,0.0,368.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
773,851,33,0,0.0,0.0,4.1,0.0,3.5,0.0,4.5,513.0,13.0,0.0,0.0,3195.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
6944,211,43,0,1375.0,0.0,4.3,0.0,0.0,0.0,4.6,765.0,68.0,0.0,0.0,1207.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
7402,317,35,2,3626.0,229.0,4.2,0.0,0.0,0.0,4.6,100.0,0.0,0.0,0.0,658.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
9090,22,24,4,103123.0,0.0,3.7,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4951,123,32,1,1182.0,0.0,4.9,0.0,5.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,1034,2,0,307.0,1000.0,4.4,0.0,0.0,0.0,4.4,1259.0,71.0,0.0,332.0,3860.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1
7913,1271,23,0,0.0,0.0,4.1,0.0,4.5,0.0,4.8,28.0,0.0,0.0,0.0,98.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1
5712,4419,21,2,5613.0,2505.0,3.9,4.8,3.5,4.4,4.3,816.0,15.0,6.0,76.0,718.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
3023,127,33,0,0.0,2872.0,4.5,0.0,0.0,4.6,4.5,2377.0,263.0,0.0,192.0,33.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
216,3527,48,2,545.0,1412.0,4.2,4.1,0.0,4.3,4.5,1568.0,115.0,48.0,129.0,8420.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0
482,6136,4,2,23201.0,5400.0,4.3,4.7,4.0,0.0,4.5,677.0,62.0,1081.0,375.0,884.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0
1595,406,4,1,10815.0,3200.0,4.4,4.7,0.0,0.0,4.5,565.0,77.0,1574.0,503.0,378.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
5192,5490,32,1,0.0,0.0,3.9,4.1,0.0,0.0,3.0,1398.0,16.0,1108.0,0.0,1.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
2666,98,16,1,2075.0,10000.0,4.4,0.0,0.0,0.0,0.0,976.0,19.0,0.0,342.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8860,23,15,0,143.0,1687.0,4.5,0.0,0.0,4.7,0.0,396.0,11.0,0.0,55.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
5917,788,33,2,0.0,736.0,4.4,0.0,0.0,4.7,4.5,910.0,73.0,0.0,79.0,3490.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
7863,11,12,2,0.0,1000.0,4.4,0.0,4.5,0.0,4.3,269.0,2.0,0.0,7.0,65.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
8949,821,4,0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1056,541,4,3,9564.0,31000.0,4.3,4.5,0.0,0.0,0.0,1668.0,80.0,2138.0,796.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5369,640,9,1,21631.0,1000.0,4.6,4.8,0.0,0.0,0.0,4305.0,472.0,1588.0,894.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
6419,2910,44,0,28821.0,2700.0,4.5,0.0,0.0,0.0,4.2,1137.0,9.0,0.0,29.0,114.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0
8150,641,44,2,0.0,4500.0,4.2,0.0,0.0,0.0,0.0,1323.0,92.0,0.0,240.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
2703,1724,50,2,1792.0,8200.0,4.1,0.0,0.0,0.0,0.0,926.0,29.0,0.0,156.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1518,197,9,1,4031.0,0.0,4.9,4.8,0.0,0.0,4.3,422.0,0.0,192.0,0.0,33.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1939,127,5,1,0.0,3100.0,4.0,0.0,4.0,0.0,0.0,1672.0,1502.0,0.0,945.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7224,520,4,0,10386.0,16.0,4.2,0.0,1.0,0.0,4.5,154.0,0.0,0.0,6.0,2183.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0
4157,607,32,2,0.0,3100.0,4.4,0.0,0.0,0.0,0.0,796.0,102.0,0.0,730.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2336,208,20,2,0.0,10000.0,4.6,0.0,0.0,0.0,4.8,801.0,31.0,0.0,404.0,187.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
796,6628,13,2,4073.0,530.0,4.4,0.0,3.5,0.0,4.7,333.0,2.0,0.0,8.0,1173.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0
6026,1410,2,2,1664.0,3081.0,4.5,0.0,0.0,4.7,4.8,994.0,46.0,0.0,53.0,4957.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
2901,581,47,2,161.0,1400.0,4.3,0.0,0.0,0.0,0.0,1557.0,126.0,0.0,328.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8828,25,23,1,60.0,639.0,4.7,0.0,4.5,0.0,0.0,293.0,228.0,0.0,6.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5310,658,44,1,43764.0,0.0,4.5,0.0,0.0,0.0,4.5,1959.0,0.0,0.0,0.0,1999.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
657,462,4,3,0.0,0.0,4.7,4.4,0.0,0.0,0.0,63.0,0.0,125.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8830,20,14,0,0.0,5700.0,4.2,0.0,0.0,0.0,0.0,531.0,56.0,0.0,223.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
201,1754,9,1,16388.0,5267.0,4.4,4.8,0.0,4.8,4.7,1634.0,74.0,2080.0,185.0,560.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2680,992,16,3,0.0,1514.0,4.6,0.0,0.0,4.5,0.0,1733.0,105.0,0.0,71.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1192,260,18,0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,124.0,0.0,0.0,0.0,692.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
7350,134,4,1,0.0,0.0,4.6,0.0,1.0,0.0,4.8,96.0,0.0,0.0,0.0,627.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
7321,1714,21,2,3797.0,0.0,4.2,0.0,0.0,0.0,4.6,215.0,18.0,0.0,0.0,1030.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1144,767,9,3,6185.0,5100.0,4.6,4.8,0.0,0.0,0.0,1060.0,308.0,3251.0,442.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6881,724,4,2,14983.0,0.0,4.4,0.0,0.0,5.0,4.6,793.0,0.0,0.0,1.0,2004.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0
4772,47,44,0,942.0,2186.0,4.6,0.0,2.0,4.9,0.0,201.0,2.0,0.0,61.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,3277,4,0,476.0,25.0,4.1,0.0,0.0,4.8,4.4,442.0,6.0,0.0,4.0,2353.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
3629,5056,4,1,0.0,3020.0,4.1,4.7,0.0,4.3,4.6,1058.0,153.0,420.0,173.0,3900.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0
5160,1063,2,1,6419.0,0.0,4.5,4.7,0.0,0.0,4.6,1641.0,695.0,2237.0,0.0,2578.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5170,3350,10,2,0.0,0.0,4.3,4.7,4.0,0.0,0.0,3336.0,721.0,3681.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8490,18,32,0,0.0,2886.0,4.4,0.0,0.0,4.2,0.0,315.0,13.0,0.0,57.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5753,106,10,2,0.0,1211.0,4.2,0.0,0.0,4.4,4.5,517.0,37.0,0.0,46.0,3325.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
7706,227,44,1,837.0,0.0,4.1,0.0,0.0,0.0,4.4,305.0,0.0,0.0,0.0,166.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1817,735,30,1,579.0,964.0,4.6,4.5,0.0,4.7,4.5,698.0,132.0,579.0,89.0,353.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
984,1708,10,1,70454.0,2175.0,4.1,0.0,0.0,4.0,4.3,1755.0,0.0,0.0,0.0,29.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0
2041,1078,32,0,0.0,0.0,4.0,0.0,0.0,0.0,4.5,354.0,0.0,0.0,0.0,239.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1736,4241,44,1,5681.0,710.0,4.4,4.8,0.0,0.0,4.4,196.0,0.0,361.0,4.0,88.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
649,163,44,0,0.0,1559.0,4.3,0.0,4.0,4.8,4.5,910.0,34.0,0.0,117.0,2559.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0
3148,32,22,0,0.0,1200.0,4.4,0.0,3.5,0.0,0.0,1054.0,38.0,0.0,64.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6256,554,13,0,0.0,0.0,4.4,0.0,0.0,0.0,4.7,486.0,63.0,0.0,0.0,4162.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0
2181,303,24,1,0.0,0.0,4.7,0.0,0.0,0.0,0.0,419.0,8.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1305,805,44,1,195.0,0.0,3.8,0.0,0.0,0.0,4.1,222.0,0.0,0.0,0.0,425.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
122,688,43,3,6546.0,4708.0,4.4,4.7,4.0,4.9,0.0,1541.0,105.0,1747.0,204.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6709,1024,44,0,203.0,0.0,4.1,0.0,0.0,0.0,4.4,183.0,0.0,0.0,0.0,460.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0
5562,4348,47,0,15488.0,187.0,4.5,0.0,0.0,4.6,4.6,592.0,98.0,0.0,78.0,6649.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0
7469,731,33,1,0.0,0.0,4.4,0.0,3.5,0.0,0.0,1123.0,6.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7242,2358,13,2,3936.0,896.0,4.5,4.7,4.5,0.0,0.0,384.0,4.0,261.0,268.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
4936,584,4,2,1709.0,36.0,4.4,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8880,101,31,0,0.0,0.0,3.5,0.0,0.0,0.0,4.6,144.0,5.0,0.0,0.0,323.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
4744,115,14,0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5133,56,10,4,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6181,34,10,0,3371.0,0.0,4.4,0.0,0.0,0.0,4.1,275.0,0.0,0.0,0.0,778.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
7615,749,4,0,10890.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,227.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
3823,191,50,0,0.0,2600.0,4.6,0.0,0.0,0.0,0.0,708.0,23.0,0.0,422.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5143,2168,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5427,2202,4,0,623177.0,323.0,4.2,0.0,0.0,4.3,4.5,237.0,6.0,0.0,9.0,6578.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0
2802,51,4,1,0.0,738.0,4.5,0.0,0.0,4.6,0.0,718.0,215.0,0.0,48.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7607,6293,4,2,29616.0,905.0,4.4,0.0,4.5,0.0,4.8,431.0,8.0,0.0,32.0,276.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
3565,779,2,1,549.0,0.0,4.0,0.0,0.0,0.0,4.7,14.0,0.0,0.0,0.0,382.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0
1209,1487,45,2,2733.0,0.0,4.3,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2258,176,50,1,0.0,0.0,4.6,0.0,0.0,0.0,0.0,2237.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3011,207,6,0,4077.0,0.0,4.5,0.0,0.0,0.0,0.0,688.0,30.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
8939,365,16,2,0.0,0.0,4.2,0.0,0.0,0.0,4.5,573.0,126.0,0.0,0.0,640.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
8166,19780,30,2,0.0,0.0,4.1,3.6,4.0,0.0,0.0,1246.0,56.0,15.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
96,257,47,2,0.0,8600.0,4.1,0.0,3.0,0.0,4.3,1402.0,2.0,0.0,285.0,13036.0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
